NOME;RENDA;GINI;CMI
Guaraçaí (SP);496.8;0.51;24.4
Guaraciaba do Norte (CE);153.29;0.56;45.38
Guaraciaba (MG);229.83;0.52;40.87
Guaraciaba (SC);412.22;0.47;21.4
Guaraciama (MG);177.02;0.43;30.41
Guaraci (PR);399.24;0.51;28
Guaraci (SP);468.65;0.48;20
Guaraíta (GO);224.08;0.45;34.8
Guaraí (TO);339.9;0.56;34.34
Guaramiranga (CE);165.53;0.47;42.86
Guaramirim (SC);575.9;0.39;18.6
Guaranésia (MG);527.73;0.48;23.1
Guaraniaçu (PR);418.62;0.61;25
Guarani das Missões (RS);341.17;0.52;20.2
Guarani de Goiás (GO);168.62;0.49;33.3
Guarani D'Oeste (SP);395.59;0.42;21.4
Guarani (MG);372.95;0.53;19.03
Guarantã do Norte (MT);530.29;0.63;29.75
Guarantã (SP);437.51;0.57;24
Guarapari (ES);550.19;0.58;18.8
Guarapuava (PR);583.96;0.61;18.89
Guaraqueçaba (PR);205.43;0.49;36.21
Guarará (MG);457.9;0.51;26.9
Guararapes (SP);550.34;0.51;20.7
Guararema (SP);702.66;0.56;18.8
Guará (SP);489.22;0.49;24.4
Guaratinga (BA);169.76;0.53;51.29
Guaratinguetá (SP);796.1;0.57;18.3
Guaratuba (PR);551.63;0.57;25
Guarda-Mor (MG);443.52;0.53;31.33
Guareí (SP);423.71;0.5;19.3
Guaribas (PI);97.3;0.57;59.28
Guariba (SP);492.36;0.46;23.6
Guarinos (GO);293.3;0.5;25.5
Guarujá do Sul (SC);649.05;0.63;18.7
Guarujá (SP);616.96;0.5;21.4
Guarulhos (SP);694.75;0.51;19.08
Guatambú (SC);274.53;0.46;22.8
Guatapará (SP);701.23;0.53;18.3
Guaxupé (MG);594.15;0.53;18.66
Guia Lopes da Laguna (MS);505.51;0.57;22.59
Guidoval (MG);427.65;0.55;27.12
Guimarães (MA);128.77;0.56;48.69
Guimarânia (MG);454.24;0.56;18.86
Guiratinga (MT);427.76;0.5;22.71
Guiricema (MG);275.55;0.49;23.2
Gurinhatã (MG);435.77;0.51;22.38
Gurinhém (PB);142.07;0.45;55.99
Gurjão (PB);189.83;0.45;51.45
Gurupá (PA);147.93;0.54;34.23
Gurupi (TO);491.98;0.57;23.2
Guzolândia (SP);285.6;0.41;19.8
Harmonia (RS);640.3;0.41;14.1
Heitoraí (GO);389.58;0.52;26.6
Heliodora (MG);397.68;0.58;26.01
Heliópolis (BA);148.66;0.5;53.86
Herculândia (SP);436.57;0.5;19
Herval D'Oeste (SC);498.38;0.49;17.8
Herval (RS);380.12;0.57;21.1
Herveiras (RS);319.74;0.44;21.9
Hidrolândia (CE);142.59;0.51;41.14
Hidrolândia (GO);417.54;0.48;25.2
Hidrolina (GO);461.13;0.5;26.7
Holambra (SP);925.83;0.54;14.8
Honório Serpa (PR);239.57;0.48;28.59
Horizonte (CE);248.14;0.47;42.21
Horizontina (RS);604.42;0.5;12.5
Hortolândia (SP);527.25;0.41;19.2
Hugo Napoleão (PI);108.11;0.55;46.29
Hulha Negra (RS);465.17;0.54;29.8
Humaitá (AM);269.39;0.66;39.86
Humaitá (RS);434.18;0.47;16.9
Humberto de Campos (MA);85.88;0.54;51.47
Iacanga (SP);533.29;0.46;15.3
Iaciara (GO);254.15;0.61;27.2
Iacri (SP);416.51;0.52;17.7
Iaçu (BA);173.42;0.55;65
Iapu (MG);256.07;0.51;28.45
Iaras (SP);388.26;0.51;23.9
Iati (PE);106.34;0.55;65.9
Ibaiti (PR);352.52;0.62;30.38
Ibarama (RS);318.3;0.43;23.6
Ibaretama (CE);123.43;0.51;53.37
Ibateguara (AL);142.25;0.53;45.88
Ibaté (SP);479.61;0.37;20.8
Ibatiba (ES);426.73;0.49;24.76
Ibema (PR);304.01;0.53;31.58
Ibertioga (MG);272.52;0.55;25.92
Ibiaçá (RS);860.45;0.54;11.6
Ibiaí (MG);177.01;0.51;28.94
Ibiá (MG);779.08;0.55;21.73
Ibiam (SC);507.7;0.49;20.6
Ibiapina (CE);156.43;0.49;44.8
Ibiara (PB);128.85;0.51;46.06
Ibiassucê (BA);190.18;0.55;34.96
Ibicaraí (BA);211.44;0.6;51.06
Ibicaré (SC);511.95;0.51;20.6
Ibicoara (BA);259.9;0.48;52.84
Ibicuí (BA);245.04;0.56;48.34
Ibicuitinga (CE);128.09;0.53;36.95
Ibimirim (PE);137.19;0.51;75.23
Ibipeba (BA);163.66;0.56;54.5
Ibipitanga (BA);187.73;0.55;36.81
Ibiporã (PR);550.76;0.49;28.79
Ibiquera (BA);133.85;0.58;47.81
Ibiracatu (MG);123.63;0.61;39.1
Ibiraci (MG);484.09;0.49;21.13
Ibiraçu (ES);588.5;0.56;22.19
Ibiraiaras (RS);629.21;0.54;16.3
Ibirajuba (PE);135.52;0.55;65.9
Ibirama (SC);604.5;0.47;20.3
Ibirapitanga (BA);140.03;0.55;45.65
Ibirapuã (BA);236.49;0.51;31.96
Ibirapuitã (RS);293.4;0.52;20.9
Ibirarema (SP);584.45;0.48;20.7
Ibirá (SP);553.74;0.48;17.7
Ibirataia (BA);182.38;0.6;42.86
Ibirité (MG);306.87;0.42;30.32
Ibirubá (RS);765.28;0.54;17.2
Ibitiara (BA);167.82;0.54;37.18
Ibitinga (SP);648.92;0.5;18.4
Ibitirama (ES);347.67;0.56;26.85
Ibititá (BA);164.04;0.5;54.33
Ibitiúra de Minas (MG);479.81;0.42;21.91
Ibituruna (MG);308.1;0.47;35.46
Ibiúna (SP);468.47;0.53;17.6
Ibotirama (BA);285.06;0.61;34.9
Icapuí (CE);177.85;0.49;55.64
Icaraí de Minas (MG);136.75;0.53;31.6
Icaraíma (PR);402.29;0.48;26.7
Içara (SC);456.86;0.41;23.2
Icatu (MA);96.68;0.59;55.64
Icém (SP);499.33;0.5;21.6
Ichu (BA);194.72;0.49;44.3
Icó (CE);172.34;0.55;59.91
Iconha (ES);655.48;0.53;15.59
Ielmo Marinho (RN);131.99;0.51;48.75
Iepê (SP);442.66;0.46;24.1
Igaci (AL);93.96;0.57;47.4
Igaporã (BA);195.13;0.56;34.96
Igaraçu do Tietê (SP);494.08;0.36;22.3
Igaracy (PB);144.14;0.52;44.27
Igarapava (SP);565.68;0.5;17.6
Igarapé-Açu (PA);177.11;0.56;38.08
Igarapé do Meio (MA);97.47;0.5;60.48
Igarapé Grande (MA);134.68;0.52;48.15
Igarapé (MG);399.8;0.52;30.37
Igarapé-Miri (PA);164.45;0.52;34.63
Igarassu (PE);252.37;0.52;45.63
Igaratá (SP);489.94;0.49;20.6
Igaratinga (MG);363.1;0.43;29.84
Igrapiúna (BA);131.21;0.54;36.81
Igreja Nova (AL);114.65;0.59;36.98
Igrejinha (RS);615.29;0.44;19.1
Iguaba Grande (RJ);639.25;0.56;16.49
Iguaí (BA);185.02;0.55;36.56
Iguape (SP);477.07;0.55;20.3
Iguaraci (PE);165.07;0.58;65.9
Iguaraçu (PR);441.86;0.42;25
Iguatama (MG);505.85;0.56;22.06
Iguatemi (MS);432.67;0.57;31.26
Iguatu (CE);295.46;0.58;37.78
Iguatu (PR);260.34;0.46;26.7
Ijaci (MG);324.97;0.41;26.66
Ijuí (RS);660.72;0.57;15.2
Ilhabela (SP);646.19;0.54;17.1
Ilha Comprida (SP);608.83;0.56;19
Ilha das Flores (SE);132.81;0.56;55.91
Ilha de Itamaracá (PE);314.45;0.59;34.81
Ilha Grande (PI);128.82;0.48;63.19
Ilha Solteira (SP);765.83;0.48;13
Ilhéus (BA);348.88;0.64;34.32
Ilhota (SC);490.64;0.39;18.2
Ilicínea (MG);463.52;0.47;22.25
Ilópolis (RS);527.38;0.5;13.2
Imaculada (PB);101.74;0.55;62.53
Imaruí (SC);378.37;0.57;25.4
Imbaú (PR);284.85;0.56;35.4
Imbé de Minas (MG);253.71;0.49;33.68
Imbé (RS);683.13;0.53;18.3
Imbituba (SC);500.55;0.47;20.1
Imbituva (PR);371.38;0.57;26.7
Imbuia (SC);464.85;0.47;28.1
Imigrante (RS);672.05;0.43;15.3
Imperatriz (MA);386.04;0.6;33.41
Inaciolândia (GO);329.72;0.49;25.3
Inácio Martins (PR);299.47;0.55;39.49
Inajá (PE);140.42;0.6;79.03
Inajá (PR);326.36;0.43;26.9
Inconfidentes (MG);511.3;0.5;21.91
Indaiabira (MG);146.2;0.48;36.28
Indaial (SC);675.42;0.41;17.6
Indaiatuba (SP);886.76;0.47;17.5
Independência (CE);194.02;0.55;36.88
Independência (RS);440.28;0.55;17.8
Indiana (SP);526.62;0.45;17.1
Indianópolis (MG);497.73;0.43;21.8
Indianópolis (PR);372.74;0.48;26.8
Indiaporã (SP);455.28;0.54;20.5
Indiara (GO);382.85;0.53;24.5
Indiaroba (SE);133.85;0.53;50.48
Indiavaí (MT);378.9;0.46;24.43
Ingaí (MG);532.57;0.64;26.66
Ingá (PB);169.48;0.49;47.59
Ingazeira (PE);218.99;0.57;60.04
Inhacorá (RS);330.87;0.55;19.6
Inhambupe (BA);156.39;0.53;50.28
Inhangapi (PA);224.02;0.52;34.99
Inhapi (AL);102.21;0.67;59
Inhapim (MG);297.21;0.58;24.65
Inhaúma (MG);312.32;0.45;29.02
Inhuma (PI);206.64;0.54;45.01
Inhumas (GO);511.17;0.53;20.7
Inimutaba (MG);224.81;0.43;36.62
Inocência (MS);568.81;0.61;18.52
Inúbia Paulista (SP);400.62;0.39;18.9
Iomerê (SC);725.87;0.43;18.5
Ipaba (MG);238.72;0.42;33.68
Ipameri (GO);420.49;0.49;26.3
Ipanema (MG);345.86;0.53;28.66
Ipanguaçu (RN);167.82;0.48;55.75
Ipaporanga (CE);104.36;0.55;40.38
Ipatinga (MG);613.05;0.55;22.3
Ipaumirim (CE);163.68;0.61;52.72
Ipaussu (SP);485.89;0.48;17.5
Ipecaetá (BA);136.22;0.5;47.63
Iperó (SP);470.84;0.45;27.2
Ipê (RS);515.75;0.45;19
Ipeúna (SP);662.97;0.47;14.5
Ipiaçu (MG);516.97;0.45;22.38
Ipiaú (BA);291.77;0.66;39.85
Ipiguá (SP);503.19;0.45;18.5
Ipirá (BA);175.9;0.52;53.66
Ipiranga de Goiás (GO);306.54;0.53;25.4
Ipiranga do Norte (MT);653.08;0.48;24.81
Ipiranga do Piauí (PI);157.5;0.52;44.89
Ipiranga do Sul (RS);576.84;0.48;11.4
Ipiranga (PR);337.16;0.53;27.3
Ipira (SC);460.55;0.46;26.1
Ipixuna (AM);81.81;0.65;47.6
Ipixuna do Pará (PA);147.51;0.57;36.16
Ipojuca (PE);206.67;0.5;46.14
Iporã do Oeste (SC);369.16;0.48;25.7
Iporá (GO);459.97;0.51;25.3
Iporanga (SP);274.9;0.56;24.4
Iporã (PR);355.45;0.54;25.9
Ipuaçu (SC);292.01;0.61;35.2
Ipuã (SP);560.92;0.55;19.2
Ipubi (PE);167.89;0.57;60.62
Ipu (CE);189.21;0.57;37.16
Ipueira (RN);205.64;0.41;32
Ipueiras (CE);131.9;0.56;49.42
Ipueiras (TO);138.62;0.44;45.35
Ipuiúna (MG);673.7;0.64;18.21
Ipumirim (SC);520.89;0.55;20.9
Ipupiara (BA);166.64;0.54;38.48
Iracema (CE);222.57;0.55;46.24
Iracema do Oeste (PR);259.52;0.48;24.69
Iracemápolis (SP);786.61;0.48;17.6
Iracema (RR);261.18;0.62;32.17
Iraceminha (SC);394.83;0.44;23.1
Iraí de Minas (MG);462.49;0.52;26.93
Iraí (RS);493.62;0.61;18.1
Irajuba (BA);138.64;0.52;47.46
Iramaia (BA);131.81;0.5;39.66
Iranduba (AM);226.53;0.56;28.97
Irani (SC);582.52;0.56;21
Irapuã (SP);410.91;0.46;23.2
Irapuru (SP);406.78;0.55;19.1
Iraquara (BA);147.54;0.55;52.94
Irará (BA);186.05;0.54;41.04
Irati (PR);417.53;0.55;27.3
Irati (SC);308.45;0.59;25.3
Irauçuba (CE);122.79;0.57;43.77
Irecê (BA);319.09;0.59;46.24
Iretama (PR);325.28;0.58;33.41
Irineópolis (SC);415.38;0.54;23.7
Irituia (PA);224.25;0.58;39.82
Irupi (ES);390.68;0.49;28.72
Isaías Coelho (PI);107.88;0.6;48.6
Israelândia (GO);302.38;0.43;25.5
Itaara (RS);532.78;0.6;13.8
Itabaiana (PB);203.22;0.5;57.35
Itabaiana (SE);269.07;0.51;32.93
Itabaianinha (SE);170.84;0.51;50.59
Itabela (BA);193.29;0.55;45.53
Itaberaba (BA);244.74;0.58;47.84
Itaberaí (GO);515.86;0.59;25.2
Itaberá (SP);394.84;0.61;19.4
Itabira (MG);522.41;0.55;20.82
Itabirinha (MG);304.34;0.56;28.49
Itabirito (MG);500.41;0.48;27.59
Itabi (SE);165.58;0.5;43.28
Itaboraí (RJ);410.66;0.49;23.85
Itabuna (BA);419.51;0.61;29.84
Itacajá (TO);224.99;0.58;44.62
Itacambira (MG);112.54;0.5;29.16
Itacarambi (MG);201.66;0.5;38.99
Itacaré (BA);165.24;0.58;43.03
Itacoatiara (AM);235.91;0.59;31.46
Itacuruba (PE);259.27;0.56;55.39
Itacurubi (RS);317.87;0.61;19.5
Itaeté (BA);120.76;0.54;53.15
Itagibá (BA);148.3;0.53;43.25
Itagi (BA);183.4;0.48;61.56
Itagimirim (BA);282.54;0.57;38.51
Itaguaçu da Bahia (BA);130.99;0.54;53.16
Itaguaçu (ES);400.42;0.53;22.34
Itaguaí (RJ);493.91;0.52;21.7
Itaguajé (PR);469.25;0.54;32.6
Itaguara (MG);418.14;0.52;31.33
Itaguari (GO);403.97;0.45;31.8
Itaguaru (GO);452.63;0.52;31.2
Itaguatins (TO);145.6;0.56;45.35
Itaíba (PE);150.17;0.58;67.8
Itaiçaba (CE);148.11;0.48;55.64
Itainópolis (PI);203.34;0.5;59.3
Itaiópolis (SC);307.47;0.49;26.1
Itaipava do Grajaú (MA);110.34;0.55;60.31
Itaipé (MG);204.43;0.53;36.28
Itaipulândia (PR);475.49;0.56;24.88
Itaí (SP);400.91;0.52;22.1
Itaitinga (CE);193.25;0.45;41.94
Itaituba (PA);315.66;0.58;39.45
Itajá (GO);439.47;0.5;22.8
Itajaí (SC);764.9;0.47;23
Itajá (RN);173.9;0.42;54.81
Itajobi (SP);494.29;0.47;17.7
Itajubá (MG);694.02;0.56;22.63
Itaju do Colônia (BA);190.09;0.49;50.28
Itajuípe (BA);198.67;0.55;44.31
Itaju (SP);446.15;0.41;17.9
Italva (RJ);423.64;0.53;25.17
Itamaraju (BA);298.07;0.58;46.7
Itamarandiba (MG);215.21;0.55;39.34
Itamarati (AM);187.55;0.65;48.5
Itamarati de Minas (MG);410.13;0.47;25.44
Itamari (BA);203.73;0.58;40.63
Itambacuri (MG);305.78;0.65;39.1
Itambaracá (PR);312.67;0.49;33.4
Itambé (BA);155.1;0.45;49.16
Itambé do Mato Dentro (MG);204.82;0.49;34.77
Itambé (PE);158.98;0.54;78.79
Itambé (PR);476.5;0.52;20.39
Itamogi (MG);458.46;0.51;21.72
Itamonte (MG);467.18;0.54;16.35
Itanagra (BA);162.29;0.55;42.81
Itanhaém (SP);570.23;0.52;22.4
Itanhandu (MG);595.94;0.57;20.74
Itanhangá (MT);604.04;0.51;20.94
Itanhém (BA);236.22;0.56;31.96
Itanhomi (MG);265.92;0.55;30.57
Itaobim (MG);245.78;0.51;29.87
Itaocara (RJ);566.3;0.59;17.26
Itaóca (SP);209.27;0.59;28.6
Itapaci (GO);340.41;0.56;26
Itapagé (CE);181.44;0.54;46.97
Itapagipe (MG);477.14;0.5;17.88
Itaparica (BA);257.05;0.56;37.84
Itapé (BA);151.96;0.47;32.89
Itapebi (BA);173.48;0.52;37.94
Itapecerica da Serra (SP);619.82;0.52;19.3
Itapecerica (MG);444.54;0.57;21.19
Itapecuru Mirim (MA);133.89;0.56;52.87
Itapejara D'Oeste (PR);419.5;0.54;27.3
Itapema (SC);972.22;0.5;18.9
Itapemirim (ES);313.96;0.49;31.72
Itaperuçu (PR);268.62;0.46;36.8
Itaperuna (RJ);516.31;0.54;17.26
Itapetim (PE);173.81;0.58;71.55
Itapetinga (BA);318.7;0.57;39.66
Itapetininga (SP);644.61;0.53;21.4
Itapeva (MG);419.31;0.49;24.17
Itapeva (SP);486.68;0.59;23.3
Itapevi (SP);431.07;0.45;22.6
Itapicuru (BA);123.75;0.54;63.23
Itapipoca (CE);164.71;0.56;38.89
Itapiranga (AM);174.46;0.54;36.85
Itapiranga (SC);558.38;0.56;18
Itapirapuã (GO);298.14;0.51;23.7
Itapirapuã Paulista (SP);264.39;0.53;24.7
Itapira (SP);713.45;0.47;17
Itapiratins (TO);119.01;0.52;45.71
Itapissuma (PE);234.29;0.54;45.63
Itapitanga (BA);164.5;0.53;45.65
Itapiúna (CE);138.55;0.53;38.89
Itapoá (SC);604.97;0.55;21.7
Itápolis (SP);599.26;0.48;19.6
Itaporã do Tocantins (TO);292.11;0.44;25.79
Itaporã (MS);372.58;0.58;32.47
Itaporanga D'Ajuda (SE);167.73;0.49;41.84
Itaporanga (PB);209.61;0.55;49.94
Itaporanga (SP);358.15;0.58;22.6
Itapororoca (PB);170.75;0.48;49.94
Itapuã do Oeste (RO);400.02;0.65;33.37
Itapuca (RS);383.38;0.42;22.1
Itapuí (SP);511.49;0.44;22.3
Itapuranga (GO);435.65;0.55;24.1
Itapura (SP);299.38;0.45;27.6
Itaquaquecetuba (SP);402.83;0.43;24.9
Itaquara (BA);154.13;0.5;48.34
Itaquiraí (MS);277.45;0.53;30.23
Itaqui (RS);432.79;0.57;16.3
Itaquitinga (PE);162.27;0.48;85.29
Itarana (ES);398.1;0.52;23.28
Itarantim (BA);196.31;0.5;38.62
Itararé (SP);450.61;0.59;27.7
Itarema (CE);123.88;0.58;51.78
Itariri (SP);434.58;0.59;23.9
Itarumã (GO);571.81;0.6;26
Itá (SC);587.5;0.5;18.3
Itatiaia (RJ);581.18;0.54;14.59
Itatiaiuçu (MG);328.8;0.5;32.74
Itatiba do Sul (RS);324.85;0.51;19.7
Itatiba (SP);843.57;0.48;16.2
Itatim (BA);183.8;0.5;40.95
Itatinga (SP);467.15;0.48;18.7
Itatira (CE);105.8;0.54;56.31
Itati (RS);411.21;0.49;21.8
Itatuba (PB);120.89;0.49;47.95
Itaubal (AP);184.83;0.58;47.39
Itaúba (MT);488.23;0.58;30.66
Itauçu (GO);311.95;0.47;22.5
Itaú de Minas (MG);515.44;0.48;24.78
Itaueira (PI);228.12;0.55;40.94
Itaúna do Sul (PR);271.57;0.46;29.39
Itaúna (MG);620.85;0.51;16.15
Itaú (RN);194.8;0.53;41.33
Itaverava (MG);164.54;0.5;27.83
Itinga do Maranhão (MA);336.91;0.52;52.16
Itinga (MG);125.35;0.51;38.95
Itiquira (MT);500.88;0.48;19.22
Itirapina (SP);646.74;0.48;19.7
Itirapuã (SP);463.63;0.44;24.4
Itiruçu (BA);215.5;0.5;39.66
Itiúba (BA);136.12;0.56;47.81
Itobi (SP);445.86;0.51;18.4
Itororó (BA);216.78;0.55;56.71
Ituaçu (BA);233.56;0.59;43.41
Ituberá (BA);186.67;0.57;51.19
Itueta (MG);289.33;0.51;30.25
Ituiutaba (MG);605.26;0.57;22.38
Itumbiara (GO);570.5;0.55;19
Itumirim (MG);387.36;0.51;21.12
Itupeva (SP);778.37;0.51;17.4
Itupiranga (PA);168.36;0.58;44.31
Ituporanga (SC);555.26;0.47;18.8
Iturama (MG);667.49;0.55;20.4
Itu (SP);841.82;0.52;17.7
Itutinga (MG);372.61;0.54;22.38
Ituverava (SP);722.57;0.54;16.9
Iuiú (BA);142.58;0.51;44.08
Iúna (ES);450.23;0.56;22.65
Ivaiporã (PR);440.86;0.55;23.91
Ivaí (PR);284.21;0.54;36.1
Ivaté (PR);306.36;0.44;31.59
Ivatuba (PR);624.43;0.57;25
Ivinhema (MS);397.05;0.51;25.09
Ivolândia (GO);339.74;0.48;24.3
Ivorá (RS);320.71;0.44;17.7
Ivoti (RS);749.24;0.46;13.3
Jaboatão dos Guararapes (PE);474.83;0.61;27.49
Jaborandi (BA);118.09;0.62;41.57
Jaborandi (SP);435.79;0.47;19
Jaborá (SC);464.11;0.5;25.4
Jaboticabal (SP);771.99;0.52;17
Jaboticaba (RS);288.76;0.53;24.6
Jaboticatubas (MG);376.1;0.57;31.17
Jaboti (PR);359.05;0.48;24.9
Jaçanã (RN);202.11;0.51;49.25
Jacaraci (BA);184.53;0.47;34.1
Jacaraú (PB);141.23;0.54;56.31
Jacareacanga (PA);234.36;0.64;29.17
Jacaré dos Homens (AL);222.72;0.55;51.11
Jacareí (SP);706.09;0.51;18.1
Jacarezinho (PR);570.08;0.54;25.79
Jaciara (MT);510.85;0.53;19.22
Jacinto Machado (SC);358.98;0.47;24.4
Jacinto (MG);182.59;0.53;37.49
Jaci (SP);524.55;0.4;19.6
Jacobina (BA);289.33;0.63;46.7
Jacobina do Piauí (PI);110.45;0.52;52.85
Jacuí (MG);384.64;0.48;22.21
Jacuípe (AL);121.11;0.46;51.29
Jacuizinho (RS);347.17;0.72;22.6
Jacundá (PA);354.66;0.59;34.63
Jacupiranga (SP);535.2;0.53;25.7
Jacutinga (MG);717.25;0.52;16.82
Jacutinga (RS);442.73;0.55;19.1
Jaguapitã (PR);425.25;0.46;23.91
Jaguaquara (BA);229.89;0.53;39.74
Jaguaraçu (MG);276.51;0.43;21
Jaguarão (RS);518.13;0.54;19.4
Jaguarari (BA);211.42;0.59;42.13
Jaguaré (ES);367.52;0.56;31.72
Jaguaretama (CE);171.37;0.56;38.83
Jaguariaíva (PR);428.69;0.53;20.2
Jaguaribara (CE);167.59;0.52;38.83
Jaguaribe (CE);234.76;0.59;38.83
Jaguaripe (BA);144.45;0.55;41.85
Jaguari (RS);487.97;0.53;19.1
Jaguariúna (SP);791.17;0.54;14.5
Jaguaruana (CE);169.12;0.47;34.6
Jaguaruna (SC);526.58;0.48;24.4
Jaíba (MG);232.36;0.48;38.99
Jaicós (PI);166.91;0.6;48.16
Jales (SP);652.88;0.5;16
Jambeiro (SP);526.51;0.53;13
Jampruca (MG);192.32;0.5;43.77
Janaúba (MG);304.07;0.58;29.98
Jandaia do Sul (PR);561.05;0.54;26.6
Jandaia (GO);370.66;0.54;21.1
Jandaíra (BA);114.94;0.53;51.57
Jandaíra (RN);155.21;0.52;66.99
Jandira (SP);589.59;0.48;18.2
Janduís (RN);165.99;0.52;55.25
Jangada (MT);249.84;0.56;32.3
Janiópolis (PR);316.03;0.51;25.61
Januária (MG);234.92;0.63;28.94
Januário Cicco (RN);126.33;0.53;48.75
Japaraíba (MG);399.35;0.43;28.75
Japaratinga (AL);168.79;0.52;36.59
Japaratuba (SE);192.94;0.55;46.59
Japeri (RJ);327.8;0.44;25.9
Japira (PR);376.29;0.5;25.61
Japi (RN);89.76;0.56;45.1
Japoatã (SE);145.44;0.48;46.59
Japonvar (MG);111.23;0.46;39.1
Japorã (MS);174.32;0.54;38.44
Japurá (AM);197.57;0.57;44.48
Japurá (PR);440.63;0.43;27.3
Jaqueira (PE);142.47;0.54;72.06
Jaquirana (RS);302.55;0.49;30.5
Jaraguá do Sul (SC);816.54;0.47;17.42
Jaraguá (GO);381.84;0.52;30.5
Jaraguari (MS);352.34;0.5;27.79
Jaramataia (AL);124.11;0.44;52.4
Jardim Alegre (PR);333.78;0.55;29.02
Jardim (CE);134.08;0.53;42.86
Jardim de Angicos (RN);121;0.52;53.02
Jardim de Piranhas (RN);226.75;0.48;32
Jardim do Mulato (PI);114.58;0.51;47.24
Jardim do Seridó (RN);304.69;0.5;32.05
Jardim (MS);594.62;0.61;27.04
Jardim Olinda (PR);311.34;0.44;27.34
Jardinópolis (SC);290.84;0.48;28.8
Jardinópolis (SP);654.41;0.52;20.9
Jarinu (SP);629.82;0.56;21.2
Jari (RS);271.98;0.57;18.8
Jaru (RO);392.62;0.56;26.45
Jataí (GO);606.33;0.58;18.9
Jataizinho (PR);422.67;0.49;24.69
Jataúba (PE);144.96;0.49;65.97
Jateí (MS);288.97;0.52;24.83
Jati (CE);173.06;0.55;42.22
Jatobá do Piauí (PI);144.86;0.43;46.16
Jatobá (MA);181.62;0.51;53.3
Jatobá (PE);214.99;0.57;42.79
Jaú do Tocantins (TO);245.49;0.55;34.09
Jaupaci (GO);301.2;0.5;32.4
Jauru (MT);282.25;0.52;33.08
Jaú (SP);788.82;0.45;17.6
Jeceaba (MG);293.52;0.47;26
Jenipapo de Minas (MG);184.06;0.46;39.97
Jenipapo dos Vieiras (MA);120.5;0.6;50.07
Jequeri (MG);210.87;0.59;40.87
Jequiá da Praia (AL);127.56;0.41;47.4
Jequié (BA);275.94;0.58;39.66
Jequitaí (MG);213.76;0.58;27.36
Jequitibá (MG);317.08;0.63;25.07
Jequitinhonha (MG);248.66;0.56;30.97
Jeremoabo (BA);162.2;0.53;65
Jericó (PB);174.78;0.52;40.58
Jeriquara (SP);432.24;0.45;23.8
Jerônimo Monteiro (ES);397.96;0.56;26.73
Jerumenha (PI);147.02;0.53;34.54
Jesuânia (MG);391.45;0.55;24.22
Jesuítas (PR);445.69;0.55;21.1
Jesúpolis (GO);307.34;0.46;34.9
Jijoca de Jericoacoara (CE);187.01;0.59;54.9
Ji-Paraná (RO);536.5;0.57;26.07
Jiquiriçá (BA);186.22;0.5;39.66
Jitaúna (BA);134.77;0.51;37.98
Joaçaba (SC);891.5;0.57;18.3
Joaíma (MG);238.07;0.69;39.1
Joanésia (MG);238.82;0.51;36.23
Joanópolis (SP);560.38;0.48;22.1
João Alfredo (PE);169.51;0.49;54.65
João Câmara (RN);207.49;0.56;45.14
João Costa (PI);112.89;0.49;49.14
João Dias (RN);98.02;0.59;46.32
João Dourado (BA);203.31;0.53;63.23
João Lisboa (MA);192.68;0.5;45.57
João Monlevade (MG);476.85;0.5;16.27
João Neiva (ES);449.66;0.53;12.91
João Pessoa (PB);662.85;0.62;40.4
João Pinheiro (MG);387.79;0.57;24.42
João Ramalho (SP);406.76;0.46;18.7
Joaquim Felício (MG);287.41;0.54;34.42
Joaquim Gomes (AL);123.78;0.5;51.11
Joaquim Nabuco (PE);162.41;0.48;67.8
Joaquim Pires (PI);124.92;0.6;48.9
Joaquim Távora (PR);403.69;0.49;24.88
Joca Marques (PI);108.72;0.52;58.65
Jóia (RS);356.75;0.58;18.8
Joinville (SC);796.17;0.49;13.77
Jordânia (MG);207.04;0.58;36.28
Jordão (AC);63.5;0.71;41.58
José Boiteux (SC);435.55;0.46;27.1
José Bonifácio (SP);669.65;0.48;17.5
José da Penha (RN);167.3;0.62;40.16
José de Freitas (PI);157.48;0.54;44.97
José Gonçalves de Minas (MG);212.9;0.41;39.97
Joselândia (MA);101.84;0.57;53.01
Josenópolis (MG);146.69;0.45;33.36
José Raydan (MG);185.25;0.48;38.02
Joviânia (GO);679.21;0.62;24.7
Juara (MT);590.22;0.55;24.63
Juarez Távora (PB);169.79;0.48;47.59
Juarina (TO);159.55;0.52;46.96
Juatuba (MG);377.22;0.47;29.06
Juazeirinho (PB);150.21;0.5;47.95
Juazeiro (BA);354.06;0.57;42.13
Juazeiro do Norte (CE);291.71;0.59;40.94
Juazeiro do Piauí (PI);103.52;0.51;50.16
Jucás (CE);129.98;0.59;59.08
Jucati (PE);124.16;0.5;96.37
Jucuruçu (BA);165.6;0.54;52.94
Jucurutu (RN);210.83;0.53;48.08
Juína (MT);570.26;0.58;27.73
Juiz de Fora (MG);828.93;0.57;22.86
Júlio Borges (PI);81.82;0.54;45.72
Júlio de Castilhos (RS);500.83;0.59;17.8
Júlio Mesquita (SP);421.47;0.42;24.6
Jumirim (SP);496.16;0.4;20.5
Junco do Maranhão (MA);105.95;0.5;70.56
Junco do Seridó (PB);148.18;0.48;60.68
Jundiá (AL);133.86;0.49;51.98
Jundiaí do Sul (PR);485.95;0.53;32.5
